tenure_months,monthly_charges,total_charges,num_products,has_internet,has_phone,contract_type,payment_method,support_calls,late_payments,avg_monthly_spend,charges_per_product,customer_value,service_usage_score,churn
57,29.38,1791.78,1,0,1,Two Year,Credit card,1,2,31.43,29.38,1791.78,2,0
12,77.72,1021.81,1,1,1,One Year,Credit card,1,1,85.15,77.72,1021.81,3,0
16,107.71,1605.46,2,1,1,Month-to-Month,Electronic check,0,0,100.34,53.855,3210.92,4,1
24,63.38,1531.93,2,0,0,One Year,Credit card,3,0,63.83,31.69,3063.86,2,0
28,36.08,1104.46,4,1,1,Month-to-Month,Credit card,0,1,39.44,9.02,4417.84,6,0
8,75.8,564.75,1,0,1,Two Year,Credit card,0,1,70.59,75.8,564.75,2,0
36,101.18,3413.96,4,1,1,Month-to-Month,Mailed check,4,1,94.83,25.295,13655.84,6,0
8,94.17,817.67,3,1,0,Two Year,Electronic check,3,0,102.21,31.39,2453.0099999999998,4,0
58,108.15,6530.74,1,1,1,One Year,Electronic check,3,1,112.6,108.15,6530.74,3,0
60,47.79,2667.81,1,0,0,One Year,Credit card,1,0,44.46,47.79,2667.81,1,0
50,39.4,1928.04,3,0,1,One Year,Mailed check,1,2,38.56,13.133333333333333,5784.12,4,0
28,107.98,2755.12,3,1,1,Month-to-Month,Credit card,3,0,98.4,35.99333333333333,8265.36,5,1
41,85.76,3468.81,4,1,1,One Year,Mailed check,0,0,84.61,21.44,13875.24,6,0
64,51.09,3451.49,4,1,1,Month-to-Month,Electronic check,3,0,53.93,12.7725,13805.96,6,1
27,94.23,2571.67,3,1,1,One Year,Credit card,3,1,95.25,31.41,7715.01,5,0
63,101.51,6583.71,4,1,1,One Year,Electronic check,2,1,104.5,25.3775,26334.84,6,0
17,81.5,1337.51,3,1,1,Two Year,Mailed check,1,0,78.68,27.166666666666668,4012.5299999999997,5,1
33,88.79,2731.64,1,1,1,Month-to-Month,Bank transfer,4,0,82.78,88.79,2731.64,3,0
29,57.53,1505.91,1,0,1,Month-to-Month,Mailed check,2,0,51.93,57.53,1505.91,2,1
13,73.87,1022.02,2,0,1,Month-to-Month,Bank transfer,3,0,78.62,36.935,2044.04,3,0
46,72.42,3422.37,1,1,1,One Year,Electronic check,2,0,74.4,72.42,3422.37,3,0
35,104.8,3469.43,3,0,1,Month-to-Month,Electronic check,3,1,99.13,34.93333333333333,10408.289999999999,4,0
6,104.0,613.82,4,1,1,Month-to-Month,Credit card,0,0,102.3,26.0,2455.28,6,1
69,103.27,7555.22,2,1,1,Two Year,Bank transfer,5,0,109.5,51.635,15110.44,4,0
47,21.1,999.38,4,0,1,One Year,Mailed check,3,0,21.26,5.275,3997.52,5,0
25,94.95,2278.88,3,0,1,Month-to-Month,Electronic check,2,0,91.16,31.650000000000002,6836.64,4,0
66,95.87,6032.8,1,1,1,Month-to-Month,Bank transfer,4,1,91.41,95.87,6032.8,3,0
10,87.84,828.79,2,1,1,One Year,Mailed check,1,1,82.88,43.92,1657.58,4,0
56,95.63,5702.01,3,1,0,Month-to-Month,Bank transfer,2,2,101.82,31.876666666666665,17106.03,4,0
30,104.2,3177.18,2,1,1,One Year,Mailed check,1,0,105.91,52.1,6354.36,4,0
5,67.03,349.17,2,1,1,Month-to-Month,Mailed check,2,0,69.83,33.515,698.34,4,0
33,70.21,2483.8,1,1,1,Two Year,Mailed check,0,1,75.27,70.21,2483.8,3,0
65,32.47,2316.06,3,1,1,Month-to-Month,Mailed check,1,0,35.63,10.823333333333332,6948.18,5,0
18,58.54,1000.93,4,1,1,Month-to-Month,Bank transfer,2,0,55.61,14.635,4003.72,6,0
49,84.34,3868.92,2,1,1,One Year,Bank transfer,2,2,78.96,42.17,7737.84,4,0
11,98.04,1070.24,2,0,0,One Year,Credit card,2,1,97.29,49.02,2140.48,2,0
26,41.72,983.86,4,1,1,Month-to-Month,Bank transfer,3,1,37.84,10.43,3935.44,6,1
63,33.78,2252.3,3,1,1,One Year,Bank transfer,1,1,35.75,11.26,6756.900000000001,5,0
59,86.3,5482.5,2,0,1,Month-to-Month,Credit card,2,0,92.92,43.15,10965.0,3,0
27,20.19,565.41,2,0,1,Two Year,Bank transfer,1,0,20.94,10.095,1130.82,3,0
49,37.84,1768.13,2,1,1,Two Year,Mailed check,3,0,36.08,18.92,3536.26,4,0
33,22.91,699.05,3,1,1,Month-to-Month,Electronic check,1,0,21.18,7.636666666666667,2097.1499999999996,5,0
1,36.69,35.83,3,1,0,Two Year,Electronic check,1,1,35.83,12.229999999999999,107.49,4,0
21,38.13,854.11,4,0,1,Month-to-Month,Credit card,2,0,40.67,9.5325,3416.44,5,1
55,58.77,3133.98,3,0,0,Month-to-Month,Bank transfer,1,2,56.98,19.59,9401.94,3,1
6,60.23,327.72,3,1,1,Two Year,Bank transfer,4,0,54.62,20.076666666666664,983.1600000000001,5,1
69,107.43,7078.03,1,1,1,One Year,Credit card,1,2,102.58,107.43,7078.03,3,1
5,71.01,389.84,4,1,1,Month-to-Month,Electronic check,1,0,77.97,17.7525,1559.36,6,0
3,92.34,286.81,2,1,1,Month-to-Month,Mailed check,1,0,95.6,46.17,573.62,4,0
53,30.41,1740.94,3,1,1,Month-to-Month,Bank transfer,1,1,32.85,10.136666666666667,5222.82,5,0
23,42.54,1032.21,2,1,1,Two Year,Credit card,2,0,44.88,21.27,2064.42,4,0
53,90.29,4823.37,2,1,0,Month-to-Month,Mailed check,3,0,91.01,45.145,9646.74,3,0
37,25.28,869.64,1,1,1,Month-to-Month,Credit card,3,1,23.5,25.28,869.64,3,0
17,68.66,1131.89,3,1,0,Month-to-Month,Credit card,4,0,66.58,22.886666666666667,3395.67,4,0
1,79.94,81.28,4,1,1,Month-to-Month,Credit card,3,1,81.28,19.985,325.12,6,1
51,80.21,4393.94,3,1,1,Month-to-Month,Electronic check,0,0,86.16,26.736666666666665,13181.82,5,0
45,22.29,956.64,2,1,1,Month-to-Month,Electronic check,1,1,21.26,11.145,1913.28,4,1
4,52.21,193.02,4,0,1,Month-to-Month,Credit card,1,1,48.26,13.0525,772.08,5,0
62,83.65,5247.32,3,1,1,Month-to-Month,Bank transfer,1,0,84.63,27.883333333333336,15741.96,5,0
65,34.9,2121.73,2,0,1,Two Year,Mailed check,3,1,32.64,17.45,4243.46,3,0
32,89.54,2928.52,2,1,1,Month-to-Month,Bank transfer,3,1,91.52,44.77,5857.04,4,1
34,94.59,3063.95,1,1,1,One Year,Electronic check,3,0,90.12,94.59,3063.95,3,0
39,118.2,4361.76,1,1,1,One Year,Mailed check,2,1,111.84,118.2,4361.76,3,0
26,40.98,1044.0,1,0,1,Two Year,Credit card,2,0,40.15,40.98,1044.0,2,0
34,102.51,3550.3,2,1,1,Two Year,Bank transfer,3,0,104.42,51.255,7100.6,4,0
54,72.03,3924.87,3,1,1,Month-to-Month,Bank transfer,1,0,72.68,24.01,11774.61,5,0
3,57.35,163.27,1,1,1,Month-to-Month,Credit card,3,2,54.42,57.35,163.27,3,1
50,32.24,1738.1,3,1,0,Month-to-Month,Bank transfer,2,1,34.76,10.746666666666668,5214.299999999999,4,0
12,93.55,1035.01,1,1,0,Month-to-Month,Electronic check,5,0,86.25,93.55,1035.01,2,1
65,43.59,2572.38,4,1,1,One Year,Credit card,2,1,39.58,10.8975,10289.52,6,0
54,57.14,3148.94,4,0,1,One Year,Bank transfer,2,0,58.31,14.285,12595.76,5,0
5,26.25,121.36,1,0,0,Two Year,Credit card,1,1,24.27,26.25,121.36,1,0
57,100.14,5713.56,2,1,1,Month-to-Month,Mailed check,2,0,100.24,50.07,11427.12,4,0
17,96.66,1791.69,1,1,1,Two Year,Credit card,4,0,105.39,96.66,1791.69,3,1
47,93.36,4562.19,1,0,1,Month-to-Month,Bank transfer,1,1,97.07,93.36,4562.19,2,1
23,49.94,1175.6,2,0,1,Month-to-Month,Electronic check,1,0,51.11,24.97,2351.2,3,1
14,37.35,530.72,4,0,0,Month-to-Month,Credit card,1,2,37.91,9.3375,2122.88,4,0
66,83.76,5173.85,3,1,1,One Year,Credit card,3,0,78.39,27.92,15521.550000000001,5,0
51,69.62,3502.79,1,1,1,Month-to-Month,Bank transfer,0,0,68.68,69.62,3502.79,3,1
38,37.83,1392.26,2,1,1,Two Year,Electronic check,3,0,36.64,18.915,2784.52,4,0
64,88.59,6183.52,1,1,1,Two Year,Electronic check,0,0,96.62,88.59,6183.52,3,0
38,119.11,4292.92,2,1,1,Two Year,Mailed check,1,0,112.97,59.555,8585.84,4,0
50,94.72,4709.02,3,0,1,Month-to-Month,Mailed check,0,0,94.18,31.573333333333334,14127.060000000001,4,0
30,94.0,3067.08,3,0,0,Two Year,Bank transfer,0,0,102.24,31.333333333333332,9201.24,3,0
51,115.03,6205.83,4,0,1,One Year,Electronic check,0,1,121.68,28.7575,24823.32,5,0
63,40.29,2774.08,2,1,1,Month-to-Month,Electronic check,1,0,44.03,20.145,5548.16,4,0
52,76.55,4066.84,2,1,0,Month-to-Month,Mailed check,2,0,78.21,38.275,8133.68,3,1
38,117.96,4333.47,4,0,1,Month-to-Month,Mailed check,1,0,114.04,29.49,17333.88,5,0
30,36.53,1167.5,4,1,1,Month-to-Month,Bank transfer,3,0,38.92,9.1325,4670.0,6,0
51,90.03,4400.02,2,1,1,Month-to-Month,Electronic check,2,0,86.27,45.015,8800.04,4,1
5,78.58,366.56,4,1,1,Two Year,Credit card,4,0,73.31,19.645,1466.24,6,0
29,78.65,2374.95,3,0,1,Month-to-Month,Mailed check,0,2,81.89,26.21666666666667,7124.849999999999,4,0
4,89.77,369.06,1,1,0,Month-to-Month,Bank transfer,3,1,92.26,89.77,369.06,2,0
10,112.96,1215.21,3,1,1,Two Year,Electronic check,4,1,121.52,37.65333333333333,3645.63,5,0
56,98.26,6010.91,4,0,1,Month-to-Month,Electronic check,1,0,107.34,24.565,24043.64,5,0
17,25.61,466.47,2,1,1,Two Year,Mailed check,4,1,27.44,12.805,932.94,4,0
17,105.27,1632.11,2,0,1,Month-to-Month,Bank transfer,2,2,96.01,52.635,3264.22,3,0
69,42.55,3032.55,3,1,1,One Year,Credit card,0,0,43.95,14.183333333333332,9097.650000000001,5,0
34,57.69,2073.16,2,1,0,Month-to-Month,Mailed check,1,0,60.98,28.845,4146.32,3,1
6,66.17,435.29,4,1,1,One Year,Bank transfer,1,2,72.55,16.5425,1741.16,6,0
53,68.09,3518.31,3,1,0,Month-to-Month,Electronic check,2,2,66.38,22.69666666666667,10554.93,4,0
66,63.52,3915.53,2,1,0,One Year,Credit card,2,1,59.33,31.76,7831.06,3,0
43,113.74,5236.05,1,1,1,Month-to-Month,Bank transfer,3,0,121.77,113.74,5236.05,3,0
23,90.6,2007.73,1,1,1,Two Year,Credit card,2,0,87.29,90.6,2007.73,3,0
55,83.12,4661.39,4,1,1,Month-to-Month,Bank transfer,3,1,84.75,20.78,18645.56,6,0
16,24.98,390.88,2,1,0,Month-to-Month,Bank transfer,1,0,24.43,12.49,781.76,3,0
8,110.39,865.87,4,1,0,One Year,Bank transfer,1,2,108.23,27.5975,3463.48,5,0
4,110.94,464.39,3,1,0,Month-to-Month,Bank transfer,3,0,116.1,36.98,1393.17,4,1
4,98.02,381.22,1,1,0,One Year,Credit card,1,0,95.3,98.02,381.22,2,0
56,20.7,1203.96,3,1,1,Two Year,Mailed check,3,0,21.5,6.8999999999999995,3611.88,5,0
25,25.73,580.77,2,1,1,One Year,Credit card,1,1,23.23,12.865,1161.54,4,0
67,42.52,2748.93,4,1,0,Month-to-Month,Bank transfer,2,2,41.03,10.63,10995.72,5,0
67,33.13,2139.38,4,1,1,One Year,Credit card,1,1,31.93,8.2825,8557.52,6,0
27,59.88,1697.22,4,1,1,One Year,Credit card,2,1,62.86,14.97,6788.88,6,1
32,112.26,3459.09,3,1,0,Two Year,Credit card,4,1,108.1,37.42,10377.27,4,0
50,67.21,3450.11,1,1,0,Month-to-Month,Bank transfer,2,2,69.0,67.21,3450.11,2,0
61,21.34,1350.82,3,1,1,Month-to-Month,Credit card,2,0,22.14,7.113333333333333,4052.46,5,0
51,48.27,2539.77,3,1,1,Month-to-Month,Electronic check,3,1,49.8,16.09,7619.3099999999995,5,0
19,24.46,474.34,2,1,1,Month-to-Month,Bank transfer,3,0,24.97,12.23,948.68,4,0
21,23.63,487.66,2,1,0,Month-to-Month,Credit card,1,0,23.22,11.815,975.32,3,0
5,47.57,231.82,2,1,1,Month-to-Month,Electronic check,2,0,46.36,23.785,463.64,4,0
42,47.56,2023.32,1,1,1,Two Year,Credit card,1,0,48.17,47.56,2023.32,3,0
61,98.71,5495.89,1,0,1,Two Year,Mailed check,3,1,90.1,98.71,5495.89,2,0
22,117.48,2778.83,2,0,1,One Year,Credit card,3,0,126.31,58.74,5557.66,3,0
21,57.12,1277.56,2,0,1,Month-to-Month,Credit card,1,1,60.84,28.56,2555.12,3,1
70,62.89,4267.05,1,1,1,Month-to-Month,Mailed check,3,0,60.96,62.89,4267.05,3,1
1,104.48,105.88,4,0,1,Two Year,Bank transfer,1,1,105.88,26.12,423.52,5,0
5,46.81,254.28,1,0,1,Two Year,Mailed check,2,0,50.86,46.81,254.28,2,0
12,35.64,408.15,1,1,0,Two Year,Bank transfer,3,2,34.01,35.64,408.15,2,0
46,105.31,5079.16,1,1,1,One Year,Mailed check,3,0,110.42,105.31,5079.16,3,0
34,24.65,768.16,2,1,0,Month-to-Month,Credit card,3,1,22.59,12.325,1536.32,3,0
49,81.97,4035.3,4,1,1,Two Year,Credit card,0,0,82.35,20.4925,16141.2,6,0
45,76.2,3692.33,1,0,1,Month-to-Month,Bank transfer,0,1,82.05,76.2,3692.33,2,0
27,54.59,1489.17,2,1,1,Month-to-Month,Bank transfer,5,0,55.15,27.295,2978.34,4,1
26,51.52,1370.66,3,1,1,One Year,Electronic check,0,0,52.72,17.173333333333336,4111.9800000000005,5,0
47,97.19,4940.34,3,1,1,Month-to-Month,Electronic check,1,1,105.11,32.39666666666667,14821.02,5,0
56,28.64,1672.92,1,1,1,Month-to-Month,Credit card,0,0,29.87,28.64,1672.92,3,0
63,43.68,2859.64,3,1,1,Month-to-Month,Credit card,3,0,45.39,14.56,8578.92,5,0
48,93.24,4552.84,4,1,1,Month-to-Month,Electronic check,1,0,94.85,23.31,18211.36,6,0
61,74.83,4686.04,3,1,0,Two Year,Electronic check,3,2,76.82,24.94333333333333,14058.119999999999,4,0
26,32.8,904.6,3,0,0,Month-to-Month,Bank transfer,1,1,34.79,10.933333333333332,2713.8,3,0
36,108.21,4268.94,4,0,1,Month-to-Month,Mailed check,7,1,118.58,27.0525,17075.76,5,0
1,59.34,62.84,1,0,1,Month-to-Month,Bank transfer,3,0,62.84,59.34,62.84,2,1
8,102.79,856.45,1,0,1,Month-to-Month,Electronic check,2,1,107.06,102.79,856.45,2,1
52,98.77,4761.67,4,1,1,Month-to-Month,Credit card,1,0,91.57,24.6925,19046.68,6,0
47,82.44,4120.4,4,0,1,One Year,Electronic check,2,0,87.67,20.61,16481.6,5,0
56,69.45,4072.77,4,1,1,Month-to-Month,Credit card,2,1,72.73,17.3625,16291.08,6,1
14,117.96,1740.76,3,0,0,One Year,Credit card,4,1,124.34,39.32,5222.28,3,0
28,34.5,914.05,4,0,1,Two Year,Credit card,1,1,32.64,8.625,3656.2,5,0
2,92.52,199.97,2,1,1,One Year,Credit card,5,0,99.98,46.26,399.94,4,1
26,39.12,935.2,3,0,1,Month-to-Month,Mailed check,1,0,35.97,13.04,2805.6000000000004,4,1
14,53.83,716.48,1,1,1,Month-to-Month,Electronic check,2,0,51.18,53.83,716.48,3,0
59,50.87,3099.19,1,1,0,Two Year,Bank transfer,1,0,52.53,50.87,3099.19,2,0
56,114.7,6646.36,1,0,0,Month-to-Month,Credit card,2,0,118.68,114.7,6646.36,1,1
7,116.74,786.67,3,0,1,Two Year,Credit card,2,1,112.38,38.913333333333334,2360.0099999999998,4,0
3,38.3,119.53,2,1,1,Two Year,Bank transfer,0,1,39.84,19.15,239.06,4,0
23,22.2,499.16,4,0,0,Two Year,Bank transfer,4,1,21.7,5.55,1996.64,4,0
18,92.0,1490.46,4,0,0,Two Year,Credit card,2,0,82.8,23.0,5961.84,4,0
38,61.8,2189.93,1,0,1,One Year,Bank transfer,3,0,57.63,61.8,2189.93,2,0
15,28.88,466.35,1,0,0,Month-to-Month,Bank transfer,0,0,31.09,28.88,466.35,1,0
64,88.38,5342.61,3,1,1,Two Year,Mailed check,2,1,83.48,29.459999999999997,16027.829999999998,5,0
28,74.51,1924.76,2,1,1,Month-to-Month,Bank transfer,1,0,68.74,37.255,3849.52,4,1
39,118.05,4771.72,4,1,1,Month-to-Month,Electronic check,3,0,122.35,29.5125,19086.88,6,1
57,42.74,2407.29,3,0,0,One Year,Electronic check,1,0,42.23,14.246666666666668,7221.87,3,0
17,60.4,1087.71,4,0,1,One Year,Electronic check,7,0,63.98,15.1,4350.84,5,0
44,74.25,3503.17,1,1,1,Two Year,Credit card,2,1,79.62,74.25,3503.17,3,0
25,99.17,2650.81,4,1,1,One Year,Electronic check,0,0,106.03,24.7925,10603.24,6,0
17,74.88,1225.35,2,1,1,Month-to-Month,Mailed check,3,0,72.08,37.44,2450.7,4,0
13,81.29,1057.94,2,1,0,Two Year,Electronic check,5,0,81.38,40.645,2115.88,3,0
25,42.61,1097.24,1,1,1,Two Year,Credit card,1,0,43.89,42.61,1097.24,3,0
68,104.69,6865.46,2,1,1,One Year,Mailed check,1,0,100.96,52.345,13730.92,4,1
10,62.86,570.91,2,1,1,Month-to-Month,Electronic check,1,0,57.09,31.43,1141.82,4,0
67,34.1,2282.72,3,1,1,Month-to-Month,Mailed check,2,0,34.07,11.366666666666667,6848.16,5,0
18,86.42,1403.99,4,1,1,One Year,Mailed check,1,0,78.0,21.605,5615.96,6,0
34,41.61,1542.25,1,0,1,Month-to-Month,Credit card,4,1,45.36,41.61,1542.25,2,1
8,29.76,252.21,1,1,0,Month-to-Month,Credit card,2,0,31.53,29.76,252.21,2,0
40,106.2,3986.33,1,1,1,One Year,Mailed check,3,0,99.66,106.2,3986.33,3,0
42,66.02,2655.03,1,1,1,Month-to-Month,Electronic check,2,0,63.22,66.02,2655.03,3,0
41,94.93,4267.98,1,1,1,Month-to-Month,Credit card,0,0,104.1,94.93,4267.98,3,1
6,49.06,286.92,2,1,1,Month-to-Month,Mailed check,1,2,47.82,24.53,573.84,4,0
52,98.7,5423.64,3,0,1,Month-to-Month,Bank transfer,5,1,104.3,32.9,16270.920000000002,4,1
26,31.19,802.31,1,1,0,One Year,Bank transfer,4,0,30.86,31.19,802.31,2,0
64,55.6,3817.52,3,1,0,Month-to-Month,Credit card,1,3,59.65,18.533333333333335,11452.56,4,0
59,117.81,7234.04,3,1,0,Month-to-Month,Electronic check,3,0,122.61,39.27,21702.12,4,0
56,99.4,5035.27,2,1,0,One Year,Bank transfer,2,0,89.92,49.7,10070.54,3,0
59,69.73,3944.89,1,1,1,Two Year,Bank transfer,3,1,66.86,69.73,3944.89,3,0
70,53.98,3822.43,2,1,1,One Year,Bank transfer,1,1,54.61,26.99,7644.86,4,0
33,107.21,3839.48,1,1,1,Month-to-Month,Electronic check,1,0,116.35,107.21,3839.48,3,1
53,74.48,3633.25,2,1,1,Month-to-Month,Electronic check,1,0,68.55,37.24,7266.5,4,0
22,95.84,2151.14,3,1,1,Two Year,Credit card,1,1,97.78,31.94666666666667,6453.42,5,0
21,95.41,1924.34,1,1,1,Month-to-Month,Credit card,2,1,91.64,95.41,1924.34,3,1
70,21.79,1644.07,4,0,0,One Year,Bank transfer,2,0,23.49,5.4475,6576.28,4,0
70,32.63,2405.23,3,1,1,Month-to-Month,Electronic check,0,3,34.36,10.876666666666667,7215.6900000000005,5,1
4,85.96,334.88,4,0,1,Month-to-Month,Mailed check,1,1,83.72,21.49,1339.52,5,1
62,36.16,2092.65,3,1,1,Two Year,Bank transfer,0,0,33.75,12.053333333333333,6277.950000000001,5,0
62,45.55,2548.18,2,1,1,One Year,Credit card,2,1,41.1,22.775,5096.36,4,0
24,114.66,2818.51,1,1,1,One Year,Electronic check,0,0,117.44,114.66,2818.51,3,0
55,76.02,4102.6,3,1,0,Month-to-Month,Credit card,3,0,74.59,25.34,12307.800000000001,4,0
9,95.07,823.93,2,0,1,Month-to-Month,Credit card,2,0,91.55,47.535,1647.86,3,0
3,75.8,249.48,1,0,1,One Year,Electronic check,2,1,83.16,75.8,249.48,2,1
31,75.25,2316.95,1,1,0,One Year,Bank transfer,4,1,74.74,75.25,2316.95,2,1
40,29.42,1235.6,3,1,1,Month-to-Month,Electronic check,2,0,30.89,9.806666666666667,3706.7999999999997,5,0
36,54.37,1831.04,1,1,1,Month-to-Month,Bank transfer,1,1,50.86,54.37,1831.04,3,0
24,48.24,1045.1,3,0,1,Month-to-Month,Credit card,0,0,43.55,16.080000000000002,3135.2999999999997,4,0
6,59.07,348.58,1,0,1,Two Year,Electronic check,1,0,58.1,59.07,348.58,2,0
66,99.83,6807.09,4,0,1,One Year,Mailed check,1,2,103.14,24.9575,27228.36,5,0
4,57.19,229.06,2,0,1,Two Year,Bank transfer,2,1,57.26,28.595,458.12,3,0
6,65.17,421.56,4,1,1,Month-to-Month,Mailed check,1,0,70.26,16.2925,1686.24,6,0
51,59.74,3006.51,3,1,1,Two Year,Bank transfer,4,0,58.95,19.913333333333334,9019.53,5,0
62,29.34,1750.32,4,1,1,Month-to-Month,Electronic check,1,0,28.23,7.335,7001.28,6,0
57,64.11,3958.34,3,1,0,Month-to-Month,Mailed check,2,0,69.44,21.37,11875.02,4,0
66,39.56,2562.29,1,0,1,Two Year,Electronic check,0,0,38.82,39.56,2562.29,2,0
8,38.67,295.11,1,1,0,Month-to-Month,Bank transfer,1,1,36.89,38.67,295.11,2,0
26,29.4,702.89,3,0,1,Month-to-Month,Bank transfer,2,2,27.03,9.799999999999999,2108.67,4,1
51,55.67,3005.72,4,0,1,Month-to-Month,Bank transfer,2,1,58.94,13.9175,12022.88,5,0
45,95.75,4588.9,1,1,1,Month-to-Month,Bank transfer,5,0,101.98,95.75,4588.9,3,0
44,47.64,1900.5,2,0,1,One Year,Credit card,3,0,43.19,23.82,3801.0,3,0
5,51.23,248.91,1,0,0,One Year,Bank transfer,0,0,49.78,51.23,248.91,1,0
70,84.27,6193.7,2,1,1,One Year,Mailed check,1,0,88.48,42.135,12387.4,4,0
26,39.58,1120.95,4,1,1,One Year,Bank transfer,0,2,43.11,9.895,4483.8,6,0
68,109.7,7277.31,2,1,1,One Year,Electronic check,2,0,107.02,54.85,14554.62,4,0
19,72.02,1470.2,2,0,0,Month-to-Month,Credit card,2,1,77.38,36.01,2940.4,2,0
20,64.76,1267.67,2,0,1,Month-to-Month,Mailed check,5,1,63.38,32.38,2535.34,3,0
12,75.78,851.07,2,1,1,Two Year,Credit card,2,0,70.92,37.89,1702.14,4,0
47,36.6,1549.37,1,0,1,Month-to-Month,Credit card,2,0,32.97,36.6,1549.37,2,0
1,81.35,78.59,2,1,0,One Year,Credit card,3,1,78.59,40.675,157.18,3,0
14,56.31,769.18,1,0,1,Month-to-Month,Electronic check,5,0,54.94,56.31,769.18,2,1
64,109.72,7647.21,2,1,1,One Year,Credit card,5,2,119.49,54.86,15294.42,4,1
38,36.89,1319.41,3,0,1,One Year,Credit card,2,1,34.72,12.296666666666667,3958.2300000000005,4,1
37,70.71,2554.65,4,1,1,Month-to-Month,Bank transfer,1,0,69.04,17.6775,10218.6,6,1
11,79.81,794.54,2,1,1,Month-to-Month,Electronic check,0,0,72.23,39.905,1589.08,4,1
3,23.34,73.71,3,1,0,One Year,Mailed check,1,0,24.57,7.78,221.13,4,0
33,56.37,2014.66,2,0,1,Month-to-Month,Mailed check,1,0,61.05,28.185,4029.32,3,1
6,93.26,530.22,2,1,1,Month-to-Month,Mailed check,1,0,88.37,46.63,1060.44,4,1
50,102.04,5029.55,2,1,0,One Year,Electronic check,2,0,100.59,51.02,10059.1,3,0
10,51.32,474.41,3,1,1,Month-to-Month,Mailed check,2,1,47.44,17.106666666666666,1423.23,5,0
5,99.86,494.99,4,1,1,Two Year,Electronic check,1,0,99.0,24.965,1979.96,6,0
23,116.78,2488.98,3,0,1,Month-to-Month,Bank transfer,1,0,108.22,38.92666666666667,7466.9400000000005,4,0
10,105.69,1061.84,4,0,1,Month-to-Month,Bank transfer,1,1,106.18,26.4225,4247.36,5,1
44,31.76,1463.01,2,1,0,One Year,Electronic check,2,1,33.25,15.88,2926.02,3,0
2,93.97,189.95,1,0,1,Month-to-Month,Mailed check,2,0,94.98,93.97,189.95,2,1
13,51.97,641.18,2,1,1,Month-to-Month,Electronic check,1,1,49.32,25.985,1282.36,4,0
40,118.84,4614.6,4,1,0,Month-to-Month,Electronic check,3,1,115.36,29.71,18458.4,5,0
2,68.54,140.88,3,1,1,Month-to-Month,Credit card,2,0,70.44,22.846666666666668,422.64,5,0
65,32.24,2133.22,2,1,1,Month-to-Month,Electronic check,1,0,32.82,16.12,4266.44,4,1
63,92.52,5405.33,3,1,1,Month-to-Month,Credit card,1,1,85.8,30.84,16215.99,5,0
17,52.3,950.44,3,0,0,Month-to-Month,Bank transfer,1,0,55.91,17.433333333333334,2851.32,3,1
9,119.71,1072.04,3,0,1,Month-to-Month,Credit card,3,1,119.12,39.90333333333333,3216.12,4,0
15,117.98,1650.2,2,1,0,One Year,Electronic check,1,0,110.01,58.99,3300.4,3,0
24,85.61,1899.65,3,0,1,One Year,Bank transfer,5,0,79.15,28.536666666666665,5698.950000000001,4,0
38,32.98,1369.93,3,0,0,Month-to-Month,Credit card,1,2,36.05,10.993333333333332,4109.79,3,0
35,88.69,2968.52,2,1,1,One Year,Electronic check,3,1,84.81,44.345,5937.04,4,0
49,29.3,1553.02,3,1,1,Two Year,Bank transfer,5,0,31.69,9.766666666666667,4659.0599999999995,5,0
69,22.94,1554.55,2,1,1,One Year,Credit card,1,0,22.53,11.47,3109.1,4,0
62,102.3,6197.89,4,0,1,One Year,Electronic check,0,0,99.97,25.575,24791.56,5,0
60,40.98,2557.61,4,0,0,Month-to-Month,Electronic check,3,0,42.63,10.245,10230.44,4,0
50,57.9,2611.22,4,0,1,Two Year,Mailed check,2,0,52.22,14.475,10444.88,5,0
9,117.35,1021.95,3,1,1,Month-to-Month,Mailed check,0,2,113.55,39.11666666666667,3065.8500000000004,5,0
34,53.68,1753.08,1,1,1,Month-to-Month,Credit card,0,0,51.56,53.68,1753.08,3,1
35,49.65,1865.68,1,1,0,One Year,Credit card,2,0,53.31,49.65,1865.68,2,0
1,111.82,112.47,3,1,1,Month-to-Month,Credit card,1,0,112.47,37.27333333333333,337.40999999999997,5,1
40,31.07,1209.14,1,1,1,Month-to-Month,Electronic check,2,1,30.23,31.07,1209.14,3,0
64,95.96,5854.12,2,1,1,One Year,Credit card,2,0,91.47,47.98,11708.24,4,0
22,118.81,2661.14,1,1,0,One Year,Electronic check,2,0,120.96,118.81,2661.14,2,1
60,110.13,6147.47,3,1,1,One Year,Credit card,3,2,102.46,36.71,18442.41,5,0
64,85.17,5174.2,3,1,1,Two Year,Electronic check,2,0,80.85,28.39,15522.599999999999,5,0
11,51.41,542.17,2,1,1,Month-to-Month,Electronic check,1,0,49.29,25.705,1084.34,4,1
14,45.43,649.75,4,1,1,Month-to-Month,Mailed check,2,0,46.41,11.3575,2599.0,6,1
60,101.93,5960.77,3,1,1,One Year,Bank transfer,2,0,99.35,33.97666666666667,17882.31,5,0
30,107.98,3243.15,2,1,1,Month-to-Month,Electronic check,2,0,108.1,53.99,6486.3,4,1
35,72.54,2615.29,1,1,1,One Year,Credit card,4,0,74.72,72.54,2615.29,3,0
37,44.43,1793.92,1,1,1,Month-to-Month,Mailed check,4,0,48.48,44.43,1793.92,3,0
